學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別,學年度,city_name,總計,sector,男生計,女生計,一年級男,一年級女,二年級男,二年級女,三年級男,三年級女,四年級男,四年級女,五年級男,五年級女,六年級男,六年級女,七年級男,七年級女,延修生男,延修生女,華語先修生男,華語先修生女
1288,高美醫護管理專科學校,D 日,5 五專,28,97,38,117,26,59,19,62,11.0,93.0,0.0,0.0,0.0,0.0,4,9.0,12 高雄市,2 技職,105,高雄市,563.0,私立,,,,,,,,,,,,,,,,,,,,
1288,高美醫護管理專科學校,N 修,2 二專,60,39,60,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12 高雄市,2 技職,105,高雄市,208.0,私立,,,,,,,,,,,,,,,,,,,,
1289,育英醫護管理專科學校,D 日,5 五專,38,370,40,363,35,335,31,339,24.0,350.0,0.0,0.0,0.0,0.0,2,35.0,50 高雄市,2 技職,105,高雄市,1962.0,私立,,,,,,,,,,,,,,,,,,,,
1290,崇仁醫護管理專科學校,D 日,5 五專,89,639,97,619,83,590,75,606,64.0,552.0,0.0,0.0,0.0,0.0,18,46.0,20 嘉義市,2 技職,105,嘉義市,3478.0,私立,,,,,,,,,,,,,,,,,,,,
1291,聖母醫護管理專科學校,D 日,5 五專,225,556,192,556,141,507,145,533,124.0,531.0,0.0,0.0,0.0,0.0,8,7.0,02 宜蘭縣,2 技職,105,宜蘭縣,3525.0,私立,,,,,,,,,,,,,,,,,,,,
1292,新生醫護管理專科學校,D 日,5 五專,172,1152,153,1101,131,938,131,981,97.0,972.0,0.0,0.0,0.0,0.0,20,80.0,03 桃園市,2 技職,105,桃園市,5928.0,私立,,,,,,,,,,,,,,,,,,,,
1292,新生醫護管理專科學校,N 修,2 二專,13,26,23,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,03 桃園市,2 技職,105,桃園市,94.0,私立,,,,,,,,,,,,,,,,,,,,
3002,臺北市立大學,D 日,D 博士,22,16,13,27,17,23,10,17,8.0,19.0,11.0,17.0,25.0,30.0,0,0.0,30 臺北市,1 一般,105,臺北市,255.0,私立,,,,,,,,,,,,,,,,,,,,
3002,臺北市立大學,D 日,M 碩士,128,239,123,234,65,182,55,115,18.0,43.0,12.0,22.0,0.0,0.0,0,0.0,30 臺北市,1 一般,105,臺北市,1236.0,私立,,,,,,,,,,,,,,,,,,,,
3002,臺北市立大學,D 日,B 學士,600,709,556,700,527,676,480,650,0.0,0.0,0.0,0.0,0.0,0.0,184,111.0,30 臺北市,1 一般,105,臺北市,5193.0,私立,,,,,,,,,,,,,,,,,,,,
3002,臺北市立大學,N 職,M 碩士,109,236,101,232,37,81,32,48,17.0,20.0,15.0,19.0,0.0,0.0,0,0.0,30 臺北市,1 一般,105,臺北市,947.0,私立,,,,,,,,,,,,,,,,,,,,
1,國立政治大學,D 日,D 博士,90.0,82.0,102.0,59.0,85.0,58.0,69.0,62.0,66.0,54.0,72.0,37.0,81.0,35.0,,,30 臺北市,1 一般,106,臺北市,952.0,公立,,,,,,,,,,,,,,,,,,,,
1,國立政治大學,D 日,M 碩士,685.0,760.0,571.0,699.0,369.0,456.0,221.0,267.0,,,,,,,,,30 臺北市,1 一般,106,臺北市,4028.0,公立,,,,,,,,,,,,,,,,,,,,
1,國立政治大學,D 日,B 學士,897.0,1299.0,888.0,1348.0,997.0,1226.0,858.0,1372.0,,,,,,,294.0,453.0,30 臺北市,1 一般,106,臺北市,9632.0,公立,,,,,,,,,,,,,,,,,,,,
1,國立政治大學,N 職,M 碩士,295.0,278.0,264.0,280.0,163.0,185.0,99.0,78.0,50.0,49.0,,,,,,,30 臺北市,1 一般,106,臺北市,1741.0,公立,,,,,,,,,,,,,,,,,,,,
2,國立清華大學,D 日,D 博士,220.0,77.0,211.0,83.0,196.0,58.0,183.0,59.0,138.0,43.0,119.0,45.0,186.0,69.0,,,18 新竹市,1 一般,106,新竹市,1687.0,公立,,,,,,,,,,,,,,,,,,,,
2,國立清華大學,D 日,M 碩士,1268.0,714.0,1201.0,630.0,452.0,292.0,170.0,202.0,3.0,11.0,6.0,6.0,,,,,18 新竹市,1 一般,106,新竹市,4955.0,公立,,,,,,,,,,,,,,,,,,,,
2,國立清華大學,D 日,B 學士,1091.0,944.0,1164.0,1003.0,1110.0,1044.0,1108.0,971.0,,,,,,,264.0,161.0,18 新竹市,1 一般,106,新竹市,8860.0,公立,,,,,,,,,,,,,,,,,,,,
2,國立清華大學,D 日,X 4+X,21.0,11.0,,,,,,,,,,,,,,,18 新竹市,1 一般,106,新竹市,32.0,公立,,,,,,,,,,,,,,,,,,,,
2,國立清華大學,N 職,M 碩士,176.0,233.0,134.0,218.0,47.0,100.0,25.0,58.0,19.0,27.0,13.0,20.0,9.0,51.0,,,18 新竹市,1 一般,106,新竹市,1130.0,公立,,,,,,,,,,,,,,,,,,,,
3,國立臺灣大學,D 日,D 博士,413.0,187.0,427.0,167.0,385.0,176.0,365.0,138.0,299.0,135.0,290.0,109.0,363.0,162.0,,,30 臺北市,1 一般,106,臺北市,3616.0,公立,,,,,,,,,,,,,,,,,,,,
3,國立臺灣大學,D 日,M 碩士,2483.0,1572.0,2312.0,1417.0,914.0,626.0,479.0,398.0,,,,,,,,,30 臺北市,1 一般,106,臺北市,10201.0,公立,,,,,,,,,,,,,,,,,,,,
3,國立臺灣大學,D 日,B 學士,2096.0,1642.0,2124.0,1651.0,2086.0,1614.0,1977.0,1589.0,157.0,90.0,136.0,54.0,103.0,30.0,714.0,494.0,30 臺北市,1 一般,106,臺北市,16557.0,公立,,,,,,,,,,,,,,,,,,,,
3,國立臺灣大學,N 職,M 碩士,345.0,191.0,276.0,176.0,176.0,83.0,52.0,19.0,30.0,14.0,51.0,14.0,,,,,30 臺北市,1 一般,106,臺北市,1427.0,公立,,,,,,,,,,,,,,,,,,,,
3,國立臺灣大學,P 進,B 學士,,,,,,,,,,,,,,,1.0,,30 臺北市,1 一般,106,臺北市,1.0,公立,,,,,,,,,,,,,,,,,,,,
4,國立臺灣師範大學,D 日,D 博士,131.0,123.0,101.0,111.0,121.0,120.0,105.0,101.0,90.0,97.0,85.0,68.0,78.0,62.0,,,30 臺北市,3 師範,106,臺北市,1393.0,公立,,,,,,,,,,,,,,,,,,,,
4,國立臺灣師範大學,D 日,M 碩士,590.0,756.0,550.0,716.0,302.0,516.0,193.0,333.0,,,,,,,,,30 臺北市,3 師範,106,臺北市,3956.0,公立,,,,,,,,,,,,,,,,,,,,
4,國立臺灣師範大學,D 日,B 學士,866.0,1067.0,863.0,1094.0,836.0,1055.0,757.0,1033.0,,,,,,,262.0,252.0,30 臺北市,3 師範,106,臺北市,8085.0,公立,,,,,,,,,,,,,,,,,,,,
4,國立臺灣師範大學,N 職,M 碩士,189.0,421.0,179.0,405.0,70.0,225.0,84.0,189.0,31.0,94.0,31.0,74.0,,,,,30 臺北市,3 師範,106,臺北市,1992.0,公立,,,,,,,,,,,,,,,,,,,,
5,國立成功大學,D 日,D 博士,248.0,112.0,195.0,92.0,206.0,77.0,170.0,79.0,161.0,61.0,142.0,69.0,165.0,56.0,,,21 臺南市,1 一般,106,臺南市,1833.0,公立,,,,,,,,,,,,,,,,,,,,
5,國立成功大學,D 日,M 碩士,1865.0,1035.0,1673.0,971.0,464.0,319.0,132.0,127.0,4.0,5.0,,,,,,,21 臺南市,1 一般,106,臺南市,6595.0,公立,,,,,,,,,,,,,,,,,,,,
5,國立成功大學,D 日,B 學士,1691.0,1026.0,1713.0,1039.0,1656.0,968.0,1602.0,956.0,48.0,27.0,54.0,21.0,43.0,35.0,403.0,199.0,21 臺南市,1 一般,106,臺南市,11481.0,公立,,,,,,,,,,,,,,,,,,,,
5,國立成功大學,N 職,M 碩士,290.0,186.0,243.0,171.0,183.0,91.0,84.0,29.0,55.0,11.0,,,,,,,21 臺南市,1 一般,106,臺南市,1343.0,公立,,,,,,,,,,,,,,,,,,,,
6,國立中興大學,D 日,D 博士,100.0,53.0,108.0,42.0,95.0,38.0,100.0,40.0,90.0,33.0,78.0,31.0,132.0,49.0,,,19 臺中市,1 一般,106,臺中市,989.0,公立,,,,,,,,,,,,,,,,,,,,
6,國立中興大學,D 日,M 碩士,850.0,555.0,808.0,525.0,246.0,165.0,88.0,78.0,2.0,4.0,,,,,,,19 臺中市,1 一般,106,臺中市,3321.0,公立,,,,,,,,,,,,,,,,,,,,
6,國立中興大學,D 日,B 學士,1108.0,806.0,1124.0,799.0,1165.0,814.0,1073.0,788.0,40.0,32.0,,,,,223.0,101.0,19 臺中市,1 一般,106,臺中市,8073.0,公立,,,,,,,,,,,,,,,,,,,,
6,國立中興大學,N 職,M 碩士,350.0,192.0,324.0,187.0,147.0,60.0,100.0,49.0,107.0,28.0,,,,,,,19 臺中市,1 一般,106,臺中市,1544.0,公立,,,,,,,,,,,,,,,,,,,,
6,國立中興大學,P 進,B 學士,79.0,122.0,101.0,114.0,82.0,127.0,78.0,114.0,46.0,62.0,,,,,15.0,10.0,19 臺中市,1 一般,106,臺中市,950.0,公立,,,,,,,,,,,,,,,,,,,,
7,國立交通大學,D 日,D 博士,273.0,78.0,244.0,43.0,189.0,66.0,182.0,48.0,166.0,34.0,134.0,26.0,171.0,47.0,,,18 新竹市,1 一般,106,新竹市,1701.0,公立,,,,,,,,,,,,,,,,,,,,
7,國立交通大學,D 日,M 碩士,1431.0,670.0,1349.0,615.0,812.0,307.0,223.0,135.0,,1.0,,,,,,,18 新竹市,1 一般,106,新竹市,5543.0,公立,,,,,,,,,,,,,,,,,,,,
7,國立交通大學,D 日,B 學士,902.0,411.0,924.0,411.0,932.0,380.0,900.0,400.0,,,,,,,157.0,38.0,18 新竹市,1 一般,106,新竹市,5455.0,公立,,,,,,,,,,,,,,,,,,,,
7,國立交通大學,N 職,M 碩士,347.0,169.0,316.0,161.0,175.0,58.0,80.0,34.0,111.0,19.0,,,,,,,18 新竹市,1 一般,106,新竹市,1470.0,公立,,,,,,,,,,,,,,,,,,,,
8,國立中央大學,D 日,D 博士,145.0,58.0,148.0,60.0,108.0,46.0,102.0,38.0,84.0,24.0,79.0,15.0,94.0,33.0,,,03 桃園市,1 一般,106,桃園市,1034.0,公立,,,,,,,,,,,,,,,,,,,,
8,國立中央大學,D 日,M 碩士,989.0,496.0,908.0,462.0,314.0,151.0,78.0,49.0,,1.0,,,,,,,03 桃園市,1 一般,106,桃園市,3448.0,公立,,,,,,,,,,,,,,,,,,,,
8,國立中央大學,D 日,B 學士,972.0,531.0,949.0,532.0,934.0,524.0,904.0,540.0,,,,,,,158.0,73.0,03 桃園市,1 一般,106,桃園市,6117.0,公立,,,,,,,,,,,,,,,,,,,,
8,國立中央大學,N 職,M 碩士,286.0,209.0,311.0,165.0,123.0,66.0,71.0,33.0,40.0,21.0,,,,,,,03 桃園市,1 一般,106,桃園市,1325.0,公立,,,,,,,,,,,,,,,,,,,,
9,國立中山大學,D 日,D 博士,101.0,49.0,102.0,35.0,81.0,38.0,68.0,34.0,79.0,29.0,54.0,35.0,60.0,33.0,,,50 高雄市,1 一般,106,高雄市,798.0,公立,,,,,,,,,,,,,,,,,,,,
9,國立中山大學,D 日,M 碩士,756.0,416.0,684.0,394.0,261.0,186.0,117.0,87.0,,,,,,,,,50 高雄市,1 一般,106,高雄市,2901.0,公立,,,,,,,,,,,,,,,,,,,,
9,國立中山大學,D 日,B 學士,713.0,394.0,689.0,439.0,695.0,427.0,684.0,452.0,,,,,,,171.0,76.0,50 高雄市,1 一般,106,高雄市,4740.0,公立,,,,,,,,,,,,,,,,,,,,
9,國立中山大學,N 職,M 碩士,220.0,200.0,192.0,166.0,63.0,73.0,47.0,66.0,,,,,,,,,50 高雄市,1 一般,106,高雄市,1027.0,公立,,,,,,,,,,,,,,,,,,,,
12,國立臺灣海洋大學,D 日,D 博士,46.0,19.0,41.0,8.0,28.0,15.0,33.0,6.0,18.0,7.0,16.0,4.0,41.0,10.0,,,17 基隆市,1 一般,106,基隆市,292.0,公立,,,,,,,,,,,,,,,,,,,,
12,國立臺灣海洋大學,D 日,M 碩士,389.0,209.0,354.0,178.0,134.0,58.0,28.0,20.0,10.0,6.0,5.0,2.0,,,,,17 基隆市,1 一般,106,基隆市,1393.0,公立,,,,,,,,,,,,,,,,,,,,
12,國立臺灣海洋大學,D 日,B 學士,978.0,442.0,945.0,433.0,970.0,410.0,927.0,423.0,,,,,,,166.0,43.0,17 基隆市,1 一般,106,基隆市,5737.0,公立,,,,,,,,,,,,,,,,,,,,
12,國立臺灣海洋大學,N 職,M 碩士,117.0,81.0,146.0,87.0,54.0,32.0,16.0,11.0,13.0,3.0,2.0,1.0,2.0,1.0,,,17 基隆市,1 一般,106,基隆市,566.0,公立,,,,,,,,,,,,,,,,,,,,
12,國立臺灣海洋大學,N 修,X 4+X,63.0,11.0,68.0,17.0,,,,,,,,,,,2.0,,17 基隆市,1 一般,106,基隆市,161.0,公立,,,,,,,,,,,,,,,,,,,,
12,國立臺灣海洋大學,P 進,B 學士,58.0,51.0,67.0,53.0,70.0,51.0,53.0,51.0,,,,,,,29.0,20.0,17 基隆市,1 一般,106,基隆市,503.0,公立,,,,,,,,,,,,,,,,,,,,
13,國立中正大學,D 日,D 博士,69.0,42.0,67.0,31.0,66.0,36.0,50.0,22.0,52.0,24.0,43.0,17.0,53.0,16.0,,,10 嘉義縣,1 一般,106,嘉義縣,588.0,公立,,,,,,,,,,,,,,,,,,,,
13,國立中正大學,D 日,M 碩士,710.0,421.0,664.0,358.0,271.0,168.0,118.0,112.0,1.0,3.0,,,,,,,10 嘉義縣,1 一般,106,嘉義縣,2826.0,公立,,,,,,,,,,,,,,,,,,,,
13,國立中正大學,D 日,B 學士,847.0,728.0,932.0,739.0,892.0,748.0,833.0,745.0,,,,,,,166.0,98.0,10 嘉義縣,1 一般,106,嘉義縣,6728.0,公立,,,,,,,,,,,,,,,,,,,,
13,國立中正大學,N 職,M 碩士,211.0,260.0,215.0,222.0,112.0,108.0,50.0,66.0,70.0,56.0,,,,,,,10 嘉義縣,1 一般,106,嘉義縣,1370.0,公立,,,,,,,,,,,,,,,,,,,,
14,國立高雄師範大學,D 日,D 博士,43.0,41.0,39.0,42.0,28.0,35.0,35.0,27.0,27.0,30.0,25.0,22.0,28.0,28.0,,,50 高雄市,3 師範,106,高雄市,450.0,公立,,,,,,,,,,,,,,,,,,,,
14,國立高雄師範大學,D 日,M 碩士,196.0,280.0,142.0,231.0,93.0,178.0,62.0,146.0,11.0,29.0,1.0,8.0,,1.0,,,50 高雄市,3 師範,106,高雄市,1378.0,公立,,,,,,,,,,,,,,,,,,,,
14,國立高雄師範大學,D 日,B 學士,398.0,469.0,414.0,426.0,402.0,447.0,388.0,443.0,,,,,,,55.0,45.0,50 高雄市,3 師範,106,高雄市,3487.0,公立,,,,,,,,,,,,,,,,,,,,
14,國立高雄師範大學,N 職,M 碩士,171.0,303.0,140.0,222.0,81.0,191.0,35.0,65.0,21.0,46.0,15.0,49.0,,,,,50 高雄市,3 師範,106,高雄市,1339.0,公立,,,,,,,,,,,,,,,,,,,,
15,國立彰化師範大學,D 日,D 博士,55.0,38.0,54.0,29.0,46.0,34.0,44.0,24.0,36.0,22.0,29.0,27.0,22.0,17.0,,,07 彰化縣,3 師範,106,彰化縣,477.0,公立,,,,,,,,,,,,,,,,,,,,
15,國立彰化師範大學,D 日,M 碩士,305.0,268.0,252.0,228.0,144.0,156.0,61.0,96.0,,,,,,,,,07 彰化縣,3 師範,106,彰化縣,1510.0,公立,,,,,,,,,,,,,,,,,,,,
15,國立彰化師範大學,D 日,B 學士,615.0,587.0,587.0,579.0,629.0,560.0,576.0,570.0,,,,,,,133.0,59.0,07 彰化縣,3 師範,106,彰化縣,4895.0,公立,,,,,,,,,,,,,,,,,,,,
15,國立彰化師範大學,N 職,M 碩士,195.0,271.0,188.0,250.0,91.0,99.0,34.0,46.0,24.0,43.0,62.0,50.0,,,,,07 彰化縣,3 師範,106,彰化縣,1353.0,公立,,,,,,,,,,,,,,,,,,,,
16,國立陽明大學,D 日,D 博士,79.0,58.0,101.0,52.0,81.0,57.0,80.0,50.0,47.0,55.0,46.0,43.0,69.0,46.0,,,30 臺北市,1 一般,106,臺北市,864.0,公立,,,,,,,,,,,,,,,,,,,,
16,國立陽明大學,D 日,M 碩士,214.0,331.0,190.0,271.0,59.0,86.0,30.0,42.0,,3.0,,,,,,,30 臺北市,1 一般,106,臺北市,1226.0,公立,,,,,,,,,,,,,,,,,,,,
16,國立陽明大學,D 日,B 學士,217.0,184.0,217.0,191.0,198.0,185.0,215.0,190.0,104.0,67.0,112.0,64.0,79.0,52.0,18.0,14.0,30 臺北市,1 一般,106,臺北市,2107.0,公立,,,,,,,,,,,,,,,,,,,,
16,國立陽明大學,N 職,M 碩士,17.0,34.0,19.0,31.0,4.0,20.0,1.0,3.0,2.0,4.0,,,,,,,30 臺北市,1 一般,106,臺北市,135.0,公立,,,,,,,,,,,,,,,,,,,,
17,國立臺北大學,D 日,D 博士,28.0,15.0,26.0,13.0,18.0,13.0,15.0,10.0,21.0,5.0,9.0,7.0,25.0,9.0,,,01 新北市,1 一般,106,新北市,214.0,公立,,,,,,,,,,,,,,,,,,,,
17,國立臺北大學,D 日,M 碩士,255.0,257.0,237.0,228.0,106.0,122.0,67.0,67.0,2.0,5.0,,,,,,,01 新北市,1 一般,106,新北市,1346.0,公立,,,,,,,,,,,,,,,,,,,,
17,國立臺北大學,D 日,B 學士,643.0,757.0,646.0,754.0,660.0,747.0,586.0,811.0,,,,,,,139.0,135.0,01 新北市,1 一般,106,新北市,5878.0,公立,,,,,,,,,,,,,,,,,,,,
17,國立臺北大學,N 職,M 碩士,88.0,92.0,71.0,99.0,23.0,34.0,17.0,15.0,6.0,11.0,,,,,,,01 新北市,1 一般,106,新北市,456.0,公立,,,,,,,,,,,,,,,,,,,,
17,國立臺北大學,P 進,B 學士,207.0,320.0,170.0,312.0,187.0,308.0,114.0,185.0,6.0,19.0,,,,,68.0,63.0,01 新北市,1 一般,106,新北市,1959.0,公立,,,,,,,,,,,,,,,,,,,,
18,國立嘉義大學,D 日,D 博士,20.0,16.0,23.0,10.0,16.0,15.0,13.0,14.0,9.0,3.0,6.0,7.0,11.0,18.0,,,20 嘉義市,1 一般,106,嘉義市,181.0,公立,,,,,,,,,,,,,,,,,,,,
18,國立嘉義大學,D 日,M 碩士,194.0,257.0,227.0,241.0,119.0,139.0,81.0,97.0,,,,,,,,,20 嘉義市,1 一般,106,嘉義市,1355.0,公立,,,,,,,,,,,,,,,,,,,,
18,國立嘉義大學,D 日,B 學士,946.0,939.0,980.0,915.0,978.0,925.0,942.0,921.0,27.0,21.0,,,,,163.0,73.0,20 嘉義市,1 一般,106,嘉義市,7830.0,公立,,,,,,,,,,,,,,,,,,,,
18,國立嘉義大學,N 職,M 碩士,154.0,205.0,112.0,177.0,55.0,99.0,65.0,70.0,,,,,,1.0,,,20 嘉義市,1 一般,106,嘉義市,938.0,公立,,,,,,,,,,,,,,,,,,,,
18,國立嘉義大學,P 進,B 學士,345.0,193.0,298.0,182.0,307.0,206.0,232.0,210.0,,,,,,,82.0,40.0,20 嘉義市,1 一般,106,嘉義市,2095.0,公立,,,,,,,,,,,,,,,,,,,,
19,國立高雄大學,D 日,D 博士,4.0,1.0,6.0,,3.0,,2.0,,4.0,1.0,2.0,,1.0,,,,50 高雄市,1 一般,106,高雄市,24.0,公立,,,,,,,,,,,,,,,,,,,,
19,國立高雄大學,D 日,M 碩士,154.0,97.0,167.0,77.0,64.0,35.0,35.0,17.0,,,,,,,,,50 高雄市,1 一般,106,高雄市,646.0,公立,,,,,,,,,,,,,,,,,,,,
19,國立高雄大學,D 日,B 學士,562.0,445.0,589.0,426.0,574.0,445.0,547.0,449.0,,,,,,,107.0,49.0,50 高雄市,1 一般,106,高雄市,4193.0,公立,,,,,,,,,,,,,,,,,,,,
19,國立高雄大學,N 職,M 碩士,113.0,60.0,95.0,61.0,44.0,28.0,25.0,13.0,15.0,6.0,11.0,2.0,,,,,50 高雄市,1 一般,106,高雄市,473.0,公立,,,,,,,,,,,,,,,,,,,,
19,國立高雄大學,N 修,C 二技,,,,,46.0,21.0,27.0,25.0,,,,,,,33.0,18.0,50 高雄市,2 技職,106,高雄市,170.0,公立,,,,,,,,,,,,,,,,,,,,
20,國立東華大學,D 日,D 博士,27.0,20.0,60.0,25.0,27.0,25.0,36.0,16.0,33.0,13.0,21.0,9.0,20.0,14.0,,,15 花蓮縣,1 一般,106,花蓮縣,346.0,公立,,,,,,,,,,,,,,,,,,,,
20,國立東華大學,D 日,M 碩士,238.0,236.0,292.0,250.0,171.0,144.0,116.0,113.0,9.0,6.0,,7.0,,,,,15 花蓮縣,1 一般,106,花蓮縣,1582.0,公立,,,,,,,,,,,,,,,,,,,,
20,國立東華大學,D 日,B 學士,890.0,945.0,841.0,950.0,883.0,933.0,869.0,912.0,,,,,,,264.0,172.0,15 花蓮縣,1 一般,106,花蓮縣,7659.0,公立,,,,,,,,,,,,,,,,,,,,
20,國立東華大學,N 職,M 碩士,74.0,80.0,90.0,104.0,42.0,51.0,21.0,30.0,18.0,20.0,15.0,21.0,1.0,,,,15 花蓮縣,1 一般,106,花蓮縣,567.0,公立,,,,,,,,,,,,,,,,,,,,
21,國立暨南國際大學,D 日,D 博士,31.0,29.0,37.0,27.0,23.0,25.0,25.0,23.0,30.0,13.0,19.0,20.0,31.0,13.0,,,08 南投縣,1 一般,106,南投縣,346.0,公立,,,,,,,,,,,,,,,,,,,,
21,國立暨南國際大學,D 日,M 碩士,161.0,140.0,149.0,126.0,90.0,79.0,62.0,96.0,,,,,,,,,08 南投縣,1 一般,106,南投縣,903.0,公立,,,,,,,,,,,,,,,,,,,,
21,國立暨南國際大學,D 日,B 學士,525.0,611.0,512.0,638.0,553.0,589.0,506.0,573.0,,,,,,,98.0,70.0,08 南投縣,1 一般,106,南投縣,4675.0,公立,,,,,,,,,,,,,,,,,,,,
21,國立暨南國際大學,N 職,M 碩士,82.0,87.0,80.0,84.0,18.0,30.0,11.0,18.0,8.0,10.0,3.0,6.0,,,,,08 南投縣,1 一般,106,南投縣,437.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,D 日,D 博士,211.0,55.0,178.0,58.0,129.0,30.0,95.0,26.0,84.0,22.0,55.0,11.0,54.0,5.0,,,30 臺北市,2 技職,106,臺北市,1013.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,D 日,M 碩士,1117.0,508.0,1050.0,398.0,227.0,97.0,48.0,24.0,,,,,,,,,30 臺北市,2 技職,106,臺北市,3469.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,D 日,B 四技,987.0,402.0,974.0,387.0,907.0,434.0,831.0,397.0,,,,,,,201.0,61.0,30 臺北市,2 技職,106,臺北市,5581.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,D 日,C 二技,,,,,31.0,48.0,24.0,36.0,,,,,,,,8.0,30 臺北市,2 技職,106,臺北市,147.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,D 日,X 4+X,,,,,,,,,,,,,,,,1.0,30 臺北市,2 技職,106,臺北市,1.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,N 職,D 博士,,,,,,,,,,,,,10.0,1.0,,,30 臺北市,2 技職,106,臺北市,11.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,N 職,M 碩士,212.0,115.0,198.0,103.0,57.0,26.0,58.0,10.0,4.0,1.0,2.0,,,,,,30 臺北市,2 技職,106,臺北市,786.0,公立,,,,,,,,,,,,,,,,,,,,
22,國立臺灣科技大學,N 修,C 二技,,,,,,,,,,,,,,,1.0,10.0,30 臺北市,2 技職,106,臺北市,11.0,公立,,,,,,,,,,,,,,,,,,,,
23,國立雲林科技大學,D 日,D 博士,52.0,28.0,42.0,24.0,46.0,25.0,44.0,22.0,30.0,16.0,34.0,15.0,37.0,14.0,,,09 雲林縣,2 技職,106,雲林縣,429.0,公立,,,,,,,,,,,,,,,,,,,,
23,國立雲林科技大學,D 日,M 碩士,552.0,278.0,510.0,262.0,154.0,120.0,55.0,42.0,,,,,,,,,09 雲林縣,2 技職,106,雲林縣,1973.0,公立,,,,,,,,,,,,,,,,,,,,
23,國立雲林科技大學,D 日,B 四技,902.0,639.0,974.0,617.0,906.0,624.0,882.0,584.0,,,,,,,119.0,73.0,09 雲林縣,2 技職,106,雲林縣,6320.0,公立,,,,,,,,,,,,,,,,,,,,
23,國立雲林科技大學,D 日,C 二技,,,,,51.0,58.0,38.0,62.0,,,,,,,5.0,7.0,09 雲林縣,2 技職,106,雲林縣,221.0,公立,,,,,,,,,,,,,,,,,,,,
23,國立雲林科技大學,N 職,M 碩士,149.0,115.0,175.0,137.0,44.0,28.0,30.0,16.0,16.0,17.0,,,,,,,09 雲林縣,2 技職,106,雲林縣,727.0,公立,,,,,,,,,,,,,,,,,,,,
23,國立雲林科技大學,N 修,B 四技,22.0,23.0,,,,,,,,,,,,,,,09 雲林縣,2 技職,106,雲林縣,45.0,公立,,,,,,,,,,,,,,,,,,,,
24,國立屏東科技大學,D 日,D 博士,30.0,14.0,29.0,17.0,33.0,11.0,21.0,17.0,15.0,9.0,13.0,11.0,26.0,6.0,,,13 屏東縣,2 技職,106,屏東縣,252.0,公立,,,,,,,,,,,,,,,,,,,,
24,國立屏東科技大學,D 日,M 碩士,303.0,194.0,254.0,176.0,98.0,66.0,28.0,24.0,5.0,4.0,1.0,,,,,,13 屏東縣,2 技職,106,屏東縣,1153.0,公立,,,,,,,,,,,,,,,,,,,,
24,國立屏東科技大學,D 日,B 四技,1014.0,870.0,941.0,872.0,955.0,933.0,953.0,924.0,39.0,62.0,,,,,147.0,66.0,13 屏東縣,2 技職,106,屏東縣,7776.0,公立,,,,,,,,,,,,,,,,,,,,
24,國立屏東科技大學,D 日,C 二技,,,,,1.0,2.0,1.0,5.0,,,,,,,1.0,,13 屏東縣,2 技職,106,屏東縣,10.0,公立,,,,,,,,,,,,,,,,,,,,
24,國立屏東科技大學,N 職,M 碩士,155.0,55.0,94.0,68.0,35.0,12.0,24.0,4.0,14.0,4.0,7.0,3.0,,,,,13 屏東縣,2 技職,106,屏東縣,475.0,公立,,,,,,,,,,,,,,,,,,,,
24,國立屏東科技大學,N 修,B 四技,185.0,181.0,194.0,153.0,181.0,183.0,159.0,144.0,,,,,,,88.0,53.0,13 屏東縣,2 技職,106,屏東縣,1521.0,公立,,,,,,,,,,,,,,,,,,,,
25,國立臺北科技大學,D 日,D 博士,101.0,23.0,104.0,23.0,97.0,19.0,79.0,21.0,63.0,23.0,61.0,11.0,71.0,26.0,,,30 臺北市,2 技職,106,臺北市,722.0,公立,,,,,,,,,,,,,,,,,,,,
25,國立臺北科技大學,D 日,M 碩士,950.0,318.0,934.0,284.0,181.0,61.0,32.0,23.0,,,,,,,,,30 臺北市,2 技職,106,臺北市,2783.0,公立,,,,,,,,,,,,,,,,,,,,
25,國立臺北科技大學,D 日,B 四技,1082.0,481.0,1056.0,463.0,1018.0,412.0,976.0,457.0,,,,,,,29.0,8.0,30 臺北市,2 技職,106,臺北市,5982.0,公立,,,,,,,,,,,,,,,,,,,,
25,國立臺北科技大學,D 日,C 二技,,,,,22.0,28.0,16.0,18.0,,,,,,,1.0,,30 臺北市,2 技職,106,臺北市,85.0,公立,,,,,,,,,,,,,,,,,,,,
